budget,genre,id,original_language,popularity,revenue,runtime,title,vote_average,vote_count,Main_Actor,Popularity_Actor,Main_Actress,Popularity_Actress,Director,Popularity_Director,release_year,release_month,release_day
60000000,Crime,1427,en,38.127,135039924,147,Perfume: The Story of a Murderer,7.35,4227,Ben Whishaw,27.727,Rachel Hurd-Wood,14.497,Tom Tykwer,5.763,2006,9,13
28000000,Action,59859,en,38.125,60700000,103,Kick-Ass 2,6.395,5832,Aaron Taylor-Johnson,35.899,Chloë Grace Moretz,38.931,Jeff Wadlow,3.426,2013,7,17
26000000,Comedy,10330,en,38.119,160846332,97,Freaky Friday,6.47,3519,Harold Gould,28.126,Lindsay Lohan,18.725,Mark Waters,6.013,2003,8,5
150000,Drama,843,cn,38.107,14204632,99,In the Mood for Love,8.104,2381,Tony Leung Chiu-wai,11.112,Maggie Cheung,8.528,Wong Kar-wai,6.548,2000,9,29
18000000,Thriller,241254,en,38.104,1289595,93,The Prince,4.905,460,Bruce Willis,50.247,Jessica Lowndes,16.554,Brian A. Miller,3.958,2014,8,22
84000000,Drama,316029,en,38.092,432844677,105,The Greatest Showman,7.905,8905,Hugh Jackman,43.897,Michelle Williams,27.345,Michael Gracey,4.028,2017,12,20
30000000,Adventure,533,en,38.084,192610372,85,Wallace & Gromit: The Curse of the Were-Rabbit,7.058,2481,Peter Sallis,7.97,Helena Bonham Carter,24.892,Nick Park,5.155,2005,9,4
65000000,Fantasy,9021,en,38.051,172842355,104,The Santa Clause 2,5.912,1187,Tim Allen,25.5,Elizabeth Mitchell,46.16,Michael Lembeck,6.554,2002,10,31
15000000,Drama,630004,en,38.041,8804000,114,The Vault,6.847,822,Freddie Highmore,55.301,Astrid Bergès-Frisbey,11.787,Jaume Balagueró,4.677,2021,3,4
25000000,Action,134374,en,38.034,87305549,130,Pain & Gain,6.25,4168,Mark Wahlberg,27.242,,,Michael Bay,14.767,2013,4,18
30000000,Adventure,707,en,38.025,152427960,131,A View to a Kill,6.218,1802,Roger Moore,21.478,Tanya Roberts,18.621,John Glen,2.457,1985,5,24
75000000,Comedy,646380,en,38.024,791863,138,Don't Look Up,7.132,7334,Leonardo DiCaprio,42.545,Jennifer Lawrence,45.257,Adam McKay,11.382,2021,12,7
150000000,Action,117251,en,38.022,205366737,131,White House Down,6.447,4459,Channing Tatum,73.263,Joey King,90.115,Roland Emmerich,9.752,2013,6,27
60000000,Fantasy,123553,en,38.007,95396573,130,The Mortal Instruments: City of Bones,6.435,4296,Jamie Campbell Bower,7.108,Lily Collins,20.904,Harald Zwart,4.341,2013,8,21
135000000,Adventure,36643,en,37.929,361832400,128,The World Is Not Enough,6.266,2674,Pierce Brosnan,73.142,Sophie Marceau,38.38,Michael Apted,4.086,1999,11,17
30000000,Action,393,en,37.907,152159461,136,Kill Bill: Vol. 2,7.878,13018,David Carradine,17.072,Uma Thurman,81.915,Quentin Tarantino,75.354,2004,4,16
9500000,Mystery,1108211,zh,37.899,334039200,122,Lost in the Stars,6.4,51,Zhu Yilong,5.791,Ni Ni,13.164,Xiang Liu,1.4,2023,6,22
40000000,Mystery,619778,en,37.876,34891791,111,Malignant,6.82,2057,George Young,3.168,Annabelle Wallis,33.337,James Wan,29.436,2021,9,1
21000000,Animation,9473,en,37.872,83137603,81,"South Park: Bigger, Longer & Uncut",7.257,2488,Trey Parker,12.499,Mary Kay Bergman,6.907,Trey Parker,12.499,1999,6,30
75000000,Drama,644495,en,37.844,153235995,158,House of Gucci,6.628,2815,Adam Driver,20.603,Lady Gaga,16.138,Ridley Scott,22.035,2021,11,24
30000000,Action,8869,en,37.816,45867333,99,Eight Legged Freaks,5.772,1120,David Arquette,14.727,Kari Wuhrer,13.721,Ellory Elkayem,2.554,2002,7,17
45000000,Adventure,80278,en,37.814,198087212,113,The Impossible,7.362,5930,Ewan McGregor,32.672,Naomi Watts,23.11,J. A. Bayona,6.359,2012,9,9
35000000,Action,10054,en,37.809,147934180,88,Spy Kids,5.8,3201,Daryl Sabara,7.941,Alexa PenaVega,11.445,Robert Rodriguez,13.363,2001,3,18
25000000,Fantasy,11283,en,37.804,123276807,97,Nanny McPhee,6.7,2826,Colin Firth,24.876,Emma Thompson,65.024,Kirk Jones,3.091,2005,10,21
40000000,Mystery,745,en,37.773,672806292,107,The Sixth Sense,7.947,10884,Bruce Willis,50.247,Toni Collette,39.968,M. Night Shyamalan,19.369,1999,8,6
74000000,Family,211672,en,37.731,1156730962,91,Minions,6.397,10029,Jon Hamm,18.334,Sandra Bullock,37.233,Kyle Balda,5.316,2015,6,17
60000000,Animation,137106,en,37.717,469160692,100,The Lego Movie,7.418,7301,Chris Pratt,80.937,Elizabeth Banks,30.627,Phil Lord,7.29,2014,2,6
24000000,Comedy,43593,en,37.683,83188165,88,Piranha 3D,5.389,2024,Steven R. McQueen,19.899,Elisabeth Shue,32.593,Alexandre Aja,3.632,2010,8,20
50000000,Horror,588,en,37.657,100605135,125,Silent Hill,6.547,3955,Sean Bean,31.292,Radha Mitchell,24.122,Christophe Gans,2.544,2006,4,21
25000000,Thriller,452832,en,37.65,14500000,102,Serenity,5.449,1431,Matthew McConaughey,56.573,Anne Hathaway,166.509,Steven Knight,6.141,2019,1,24
65000000,Animation,454640,en,37.648,147792047,97,The Angry Birds Movie 2,7.103,1532,Jason Sudeikis,23.93,Leslie Jones,12.922,Thurop Van Orman,9.097,2019,8,2
110000000,Animation,41513,en,37.61,563749323,103,The Smurfs,5.767,3547,Hank Azaria,16.94,Jayma Mays,13.404,Raja Gosnell,7.457,2011,7,29
60000000,Crime,597208,en,37.606,39629195,150,Nightmare Alley,6.998,2579,Bradley Cooper,28.364,Rooney Mara,35.328,Guillermo del Toro,18.528,2021,12,2
3000000,Horror,10014,en,37.587,30000000,87,A Nightmare on Elm Street Part 2: Freddy's Revenge,5.781,1691,Robert Englund,17.043,Kim Myers,13.38,Jack Sholder,5.289,1985,11,1
20000000,Drama,15070,en,37.576,14946150,96,Undisputed,6.508,660,Wesley Snipes,27.639,,,Walter Hill,6.064,2002,7,17
35000000,Comedy,271718,en,37.574,140795793,125,Trainwreck,5.789,2463,Bill Hader,17.173,Amy Schumer,14.276,Judd Apatow,9.551,2015,7,17
40000000,Adventure,10315,en,37.566,46471023,87,Fantastic Mr. Fox,7.788,4892,George Clooney,19.048,Meryl Streep,26.325,Wes Anderson,25.019,2009,10,23
140000000,Adventure,11774,en,37.543,209073645,108,Lemony Snicket's A Series of Unfortunate Events,6.8,4725,Liam Aiken,15.347,Emily Browning,20.344,Brad Silberling,3.564,2004,12,16
5000000,Drama,459910,en,37.536,854319,94,Braven,6.187,951,Jason Momoa,72.176,Jill Wagner,31.99,Lin Oeding,9.938,2018,2,1
110000000,Action,787,en,37.496,487287646,120,Mr. & Mrs. Smith,6.676,9661,Brad Pitt,45.393,Angelina Jolie,30.298,Doug Liman,5.636,2005,6,7
15000000,Drama,14,en,37.462,356296601,122,American Beauty,8.02,11378,Kevin Spacey,15.124,Annette Bening,25.286,Sam Mendes,21.27,1999,9,15
40000000,Mystery,10066,en,37.431,68766121,113,House of Wax,5.9,2797,Chad Michael Murray,20.114,Elisha Cuthbert,25.853,Jaume Collet-Serra,4.63,2005,5,5
5000000,Horror,807356,en,37.409,2543216,96,Watcher,6.512,677,Karl Glusman,13.7,Maika Monroe,15.509,Chloe Okuno,2.395,2022,6,3
70000000,Action,9350,en,37.373,255000211,112,Cliffhanger,6.48,2164,Sylvester Stallone,45.873,Janine Turner,34.972,Renny Harlin,9.089,1993,5,28
110000000,Action,27576,en,37.351,293329073,100,Salt,6.404,5155,Liev Schreiber,17.117,Angelina Jolie,30.298,Phillip Noyce,6.807,2010,7,21
3500000,Comedy,10634,en,37.321,28215918,97,Friday,7.15,1618,Ice Cube,19.414,Nia Long,14.252,F. Gary Gray,9.003,1995,4,26
38000000,Adventure,14324,en,37.301,5410749,93,Virgin Territory,4.659,286,Hayden Christensen,43.716,Mischa Barton,21.578,David Leland,7.084,2007,12,17
50000000,Drama,1272,en,37.296,34806812,107,Sunshine,6.953,3441,Cillian Murphy,79.79,Rose Byrne,27.878,Danny Boyle,10.531,2007,4,5
3896000,Horror,517302,fi,37.292,508000,91,Hatching,6.289,332,Jani Volanen,3.776,Siiri Solalinna,2.205,Hanna Bergholm,1.55,2022,3,4
35000000,Action,347375,en,37.29,66308758,95,Mile 22,6.206,2055,Mark Wahlberg,27.242,Lauren Cohan,36.191,Peter Berg,22.38,2018,8,16
163000000,Action,49849,en,37.283,174822325,119,Cowboys & Aliens,5.59,4746,Daniel Craig,75.184,Olivia Wilde,41.913,Jon Favreau,26.315,2011,7,29
55000000,Comedy,116149,en,37.277,259207227,96,Paddington,7.07,3398,Ben Whishaw,27.727,Sally Hawkins,20.512,Paul King,5.041,2014,11,24
14000000,Romance,222935,en,37.246,307166834,126,The Fault in Our Stars,7.598,10706,Ansel Elgort,21.167,Shailene Woodley,31.565,Josh Boone,3.048,2014,5,16
75000000,Action,8909,en,37.241,342463063,110,Wanted,6.511,6613,James McAvoy,23.668,Angelina Jolie,30.298,Timur Bekmambetov,3.576,2008,6,19
60000000,Horror,628,en,37.239,223664608,123,Interview with the Vampire,7.381,5402,Tom Cruise,43.061,,,Neil Jordan,11.533,1994,11,11
85000000,Fantasy,11253,en,37.218,160388063,120,Hellboy II: The Golden Army,6.754,4820,Ron Perlman,45.804,Selma Blair,16.966,Guillermo del Toro,18.528,2008,7,11
4000000,Adventure,5925,en,37.197,11744471,173,The Great Escape,7.944,2311,Steve McQueen,14.443,,,John Sturges,4.394,1963,7,3
125000000,Drama,86834,en,37.181,362600000,138,Noah,5.659,5893,Russell Crowe,48.088,Jennifer Connelly,128.046,Darren Aronofsky,11.612,2014,3,7
78000000,Fantasy,9480,en,37.179,179179718,103,Daredevil,5.254,4749,Ben Affleck,19.855,Jennifer Garner,32.735,Mark Steven Johnson,5.194,2003,2,14
5000000,Horror,1008392,en,37.178,16000000,97,The Blackening,6.1,153,Sinqua Walls,15.351,Antoinette Robertson,5.027,Tim Story,4.24,2023,6,15
44000000,Drama,273248,en,37.175,155760117,188,The Hateful Eight,7.748,13385,Samuel L. Jackson,44.217,Jennifer Jason Leigh,41.905,Quentin Tarantino,75.354,2015,12,25
50000000,Action,46529,en,37.167,149878437,109,I Am Number Four,6.178,4405,Alex Pettyfer,16.647,Dianna Agron,9.773,D. J. Caruso,4.316,2011,2,18
20000000,Adventure,11237,en,37.158,70992898,94,Anacondas: The Hunt for the Blood Orchid,5.422,868,Johnny Messner,16.318,KaDee Strickland,6.862,Dwight H. Little,7.188,2004,8,25
50000000,Fantasy,834,en,37.155,111476513,106,Underworld: Evolution,6.573,3747,Scott Speedman,24.09,Kate Beckinsale,52.171,Len Wiseman,5.111,2006,1,12
75000000,Action,8656,en,37.122,349464664,120,Deep Impact,6.214,2764,Robert Duvall,24.095,Téa Leoni,39.928,Mimi Leder,8.589,1998,5,8
90000000,Thriller,10756,en,37.117,182290266,88,The Haunted Mansion,5.64,1884,Eddie Murphy,46.935,Marsha Thomason,16.76,Rob Minkoff,9.134,2003,11,26
100000000,Animation,116711,en,37.107,268426634,102,Epic,6.492,2553,Colin Farrell,38.993,Amanda Seyfried,55.54,Chris Wedge,6.476,2013,5,15
35000000,Adventure,442062,en,37.102,93320380,90,Goosebumps 2: Haunted Halloween,6.121,1383,Jeremy Ray Taylor,7.173,Madison Iseman,15.957,Ari Sandel,2.595,2018,10,11
4000000,Drama,770,en,37.089,402352579,233,Gone with the Wind,7.969,3735,Clark Gable,6.631,Vivien Leigh,16.342,Victor Fleming,8.897,1939,12,15
115000000,Adventure,1995,en,37.079,274703340,100,Lara Croft: Tomb Raider,5.882,5739,Iain Glen,25.373,Angelina Jolie,30.298,Simon West,6.637,2001,6,11
40000000,Comedy,308266,en,37.075,86234523,114,War Dogs,6.904,4551,Miles Teller,22.532,Ana de Armas,97.803,Todd Phillips,7.44,2016,8,18
70000000,Action,522931,en,37.063,70060492,117,Hitman's Wife's Bodyguard,6.714,2000,Ryan Reynolds,54.602,Salma Hayek Pinault,23.714,Patrick Hughes,5.425,2021,6,14
23000000,Action,287590,ja,37.062,17150803,93,Saint Seiya: Legend of Sanctuary,6.546,632,Kensho Ono,9.567,Ayaka Sasaki,4.748,Keiichi Sato,4.147,2014,6,21
80000000,Mystery,13027,en,37.06,178800000,118,Eagle Eye,6.449,2656,Shia LaBeouf,33.032,Michelle Monaghan,24.375,D. J. Caruso,4.316,2008,9,25
45000000,Family,522478,en,37.044,153000000,93,Peter Rabbit 2: The Runaway,7.161,723,James Corden,12.882,Rose Byrne,27.878,Will Gluck,11.704,2021,3,25
60000000,Adventure,8916,en,37.044,171757863,83,Antz,6.14,4160,Woody Allen,12.269,Sharon Stone,22.776,Eric Darnell,3.636,1998,10,2
50000000,Comedy,274167,en,37.042,242786137,96,Daddy's Home,6.264,2988,Will Ferrell,27.568,Linda Cardellini,33.222,Sean Anders,3.837,2015,12,25
10000000,Horror,632357,en,37.028,30800000,99,The Unholy,6.7,2003,Jeffrey Dean Morgan,34.228,Cricket Brown,6.117,Evan Spiliotopoulos,5.309,2021,3,31
30000000,Action,390043,en,37.027,176586701,118,The Hitman's Bodyguard,6.891,5791,Ryan Reynolds,54.602,Salma Hayek Pinault,23.714,Patrick Hughes,5.425,2017,8,16
6000000,Comedy,433,en,37.022,103082380,139,Mary Poppins,7.57,4378,Dick Van Dyke,17.672,Julie Andrews,17.174,Robert Stevenson,5.174,1964,12,17
200000000,Action,20662,en,36.97,321669741,140,Robin Hood,6.388,4300,Russell Crowe,48.088,Cate Blanchett,28.918,Ridley Scott,22.035,2010,5,12
200000000,Action,330459,en,36.919,1056057273,133,Rogue One: A Star Wars Story,7.5,14446,Diego Luna,14.705,Felicity Jones,28.105,Gareth Edwards,15.065,2016,12,14
30000000,Comedy,590223,en,36.848,1122066,109,Love and Monsters,7.338,3680,Jessica Henwick,22.338,Jessica Henwick,23.033,Michael Matthews,2.321,2020,10,16
18000000,Action,9312,en,36.793,122195920,101,Mortal Kombat,5.84,2098,Robin Shou,9.601,Bridgette Wilson-Sampras,15.099,Paul W. S. Anderson,8.9,1995,8,18
11000000,Adventure,13888,en,36.786,2807854,98,Return to the Blue Lagoon,6.245,1107,Brian Krause,9.414,Milla Jovovich,72.894,William A. Graham,5.025,1991,8,2
35000000,Crime,9702,en,36.777,4496583,190,Bound by Honor,8.11,1172,Damian Chapa,11.241,,,Taylor Hackford,4.77,1993,2,5
80000000,Action,9257,en,36.774,207725639,117,S.W.A.T.,6.146,2324,Samuel L. Jackson,44.217,Michelle Rodriguez,18.83,Clark Johnson,8.538,2003,8,8
1000000,Horror,790,en,36.757,21448830,89,The Fog,6.7,1382,Hal Holbrook,12.804,Adrienne Barbeau,14.444,John Carpenter,27.234,1980,2,8
30000000,Action,72387,en,36.736,40346186,94,Safe,6.485,2254,Jason Statham,143.451,Catherine Chan,7.895,Boaz Yakin,7.59,2012,4,16
6500000,Horror,282813,en,36.687,16861137,89,The Pyramid,5.286,974,James Buckley,7.99,Ashley Grace,5.2,Grégory Levasseur,3.267,2014,12,4
56000000,Comedy,10022,en,36.687,198636868,95,The Pacifier,6.056,2872,Vin Diesel,62.158,Lauren Graham,12.101,Adam Shankman,5.719,2005,3,4
85000000,Action,8247,en,36.687,222231186,88,Jumper,6.143,5394,Hayden Christensen,43.716,Rachel Bilson,15.517,Doug Liman,5.636,2008,2,13
31500000,Action,302156,en,36.681,14708696,113,Criminal,6.174,1611,Ryan Reynolds,54.602,Gal Gadot,61.791,Ariel Vromen,5.751,2016,4,7
100000000,Drama,644,en,36.662,235926552,146,A.I. Artificial Intelligence,7.041,5755,Haley Joel Osment,22.916,Sam Robards,16.145,Steven Spielberg,32.328,2001,6,29
75000000,Thriller,9741,en,36.652,248118121,106,Unbreakable,7.136,8691,Bruce Willis,50.247,Robin Wright,39.674,M. Night Shyamalan,19.369,2000,11,22
3500000,Horror,310131,en,36.648,40423945,92,The Witch,6.932,6478,Ralph Ineson,36.706,Anya Taylor-Joy,46.232,Robert Eggers,8.239,2015,1,27
11000000,Drama,1633,en,36.626,119418501,130,Fried Green Tomatoes,7.684,1220,,,Kathy Bates,34.73,Jon Avnet,6.214,1991,12,27
4500000,Drama,9303,en,36.615,7011317,105,Bound,7.2,826,Joe Pantoliano,17.074,Jennifer Tilly,21.385,Lilly Wachowski,8.751,1996,9,13
30000000,Crime,9600,en,36.608,173959438,98,Big Momma's House,5.798,2140,Martin Lawrence,21.805,Nia Long,14.252,Raja Gosnell,7.457,2000,5,31
50000000,Action,10877,en,36.603,79958599,101,Exit Wounds,5.685,425,Steven Seagal,23.302,,,Andrzej Bartkowiak,3.657,2001,3,16
30000000,Adventure,4476,en,36.595,160638883,133,Legends of the Fall,7.385,2355,Brad Pitt,45.393,Julia Ormond,15.57,Edward Zwick,8.678,1994,12,16
2000000,Crime,862965,en,36.586,2157673,97,Emily the Criminal,6.795,634,Theo Rossi,17.797,Aubrey Plaza,49.263,John Patton Ford,1.445,2022,8,12
30000000,Comedy,120467,en,36.542,174600318,100,The Grand Budapest Hotel,8.052,13925,Ralph Fiennes,83.442,,,Wes Anderson,25.019,2014,2,26
6000000,Comedy,567609,en,36.498,57615777,95,Ready or Not,7.062,3974,Adam Brody,14.113,Samara Weaving,42.174,Matt Bettinelli-Olpin,3.186,2019,8,21
70000000,Science Fiction,44943,en,36.495,211819354,116,Battle: Los Angeles,5.737,3211,Aaron Eckhart,31.233,Bridget Moynahan,23.482,Jonathan Liebesman,11.304,2011,3,8
58000000,Action,39514,en,36.478,199000000,111,RED,6.686,6335,Bruce Willis,50.247,Helen Mirren,68.27,Robert Schwentke,5.675,2010,10,13
22000000,Comedy,417830,en,36.448,40120144,91,Diary of a Wimpy Kid: The Long Haul,5.334,424,Jason Ian Drucker,5.831,Alicia Silverstone,27.953,David Bowers,2.005,2017,5,19
70000000,Comedy,19899,en,36.445,171844840,113,Couples Retreat,5.552,1836,Vince Vaughn,31.342,Kristin Davis,11.244,Peter Billingsley,18.104,2009,9,19
5500000,Action,530254,ko,36.441,24340302,125,The Witch: Part 1. The Subversion,7.9,452,Park Hee-soon,13.964,Kim Da-mi,21.507,Park Hoon-jung,4.642,2018,6,27
10000000,Action,9355,en,36.387,36230219,107,Mad Max Beyond Thunderdome,6.198,2572,Mel Gibson,79.721,Tina Turner,13.965,George Miller,8.134,1985,6,29
110000000,Science Fiction,315837,en,36.367,169801921,107,Ghost in the Shell,6.065,7628,Takeshi Kitano,17.909,Scarlett Johansson,61.259,Rupert Sanders,5.034,2017,3,29
70000000,Comedy,8488,en,36.354,371600000,118,Hitch,6.555,5411,Will Smith,41.148,Eva Mendes,32.757,Andy Tennant,1.887,2005,2,11
37000000,Comedy,2978,en,36.339,215394738,108,Ghostbusters II,6.533,3980,Bill Murray,28.378,Sigourney Weaver,23.366,Ivan Reitman,3.821,1989,6,16
15000000,Horror,132232,en,36.335,146497771,100,Mama,6.25,3925,Nikolaj Coster-Waldau,36.786,Jessica Chastain,22.702,Andy Muschietti,7.153,2013,1,17
45000000,Action,10483,en,36.335,76014335,105,Death Race,6.252,3508,Jason Statham,143.451,Joan Allen,28.93,Paul W. S. Anderson,8.9,2008,8,22
100000000,Animation,431693,en,36.329,171616764,102,Spies in Disguise,7.63,2603,Will Smith,41.148,Rashida Jones,21.983,Troy Quane,1.653,2019,12,4
140000000,Adventure,36669,en,36.313,431971116,133,Die Another Day,5.97,3235,Pierce Brosnan,73.142,Halle Berry,39.677,Lee Tamahori,12.261,2002,11,17
45000000,Crime,58233,en,36.299,160078586,101,Johnny English Reborn,6.223,3070,Rowan Atkinson,25.414,Gillian Anderson,28.105,Oliver Parker,4.483,2011,9,15
15000000,Horror,2082,en,36.298,80460948,110,Halloween,6.203,2178,Tyler Mane,7.728,Scout Taylor-Compton,15.68,Rob Zombie,8.833,2007,8,31
70000000,Action,1738,en,36.286,76066841,96,Next,6.067,2752,Nicolas Cage,70.189,Julianne Moore,28.39,Lee Tamahori,12.261,2007,4,25
88000000,Adventure,4442,en,36.282,105300000,118,The Brothers Grimm,5.8,2567,Matt Damon,74.897,Lena Headey,87.452,Terry Gilliam,14.61,2005,8,26
27500000,Adventure,700,en,36.199,187500000,131,Octopussy,6.319,1782,Roger Moore,21.478,Maud Adams,11.218,John Glen,2.457,1983,6,5
3000000,Horror,10225,en,36.17,19472057,86,Friday the 13th Part VI: Jason Lives,6.208,1060,Thom Mathews,5.801,Jennifer Cooke,7.915,Tom McLoughlin,4.888,1986,8,1
80000000,Action,20504,en,36.163,157107755,118,The Book of Eli,6.78,5680,Denzel Washington,61.815,Mila Kunis,51.548,Albert Hughes,8.07,2010,1,14
115000000,Adventure,1893,en,36.13,924317558,136,Star Wars: Episode I - The Phantom Menace,6.5,13656,Liam Neeson,97.057,Natalie Portman,46.511,George Lucas,17.612,1999,5,19
14600000,Romance,137,en,36.087,71074049,101,Groundhog Day,7.608,7351,Bill Murray,28.378,Andie MacDowell,36.347,Harold Ramis,16.641,1993,2,11
53000000,Animation,9444,en,36.054,139804348,94,Anastasia,7.611,4987,John Cusack,38.904,Meg Ryan,29.411,Gary Goldman,1.771,1997,11,20
23000000,Fantasy,9495,en,36.046,50694672,102,The Crow,7.506,3600,Brandon Lee,21.976,Rochelle Davis,14.502,Alex Proyas,5.85,1994,5,11
30000000,Action,12244,en,36.03,48428063,79,9,6.906,3287,Elijah Wood,25.806,Jennifer Connelly,128.046,Shane Acker,1.577,2009,8,19
50000000,Science Fiction,8077,en,36.024,159773545,114,Alien³,6.355,5138,Charles S. Dutton,11.894,Sigourney Weaver,23.366,David Fincher,36.062,1992,5,22
90000000,Adventure,258509,en,36.02,233755553,92,Alvin and the Chipmunks: The Road Chip,6.021,1530,Jason Lee,25.732,Bella Thorne,25.075,Walt Becker,2.568,2015,12,17
35000000,Horror,82654,en,35.972,116980662,97,Warm Bodies,6.445,5795,Nicholas Hoult,68.956,Teresa Palmer,18.75,Jonathan Levine,2.642,2013,1,31
50000000,Drama,2649,en,35.972,109423648,129,The Game,7.561,6042,Michael Douglas,12.996,Deborah Kara Unger,13.113,David Fincher,36.062,1997,9,12
4000000,Drama,7347,pt,35.936,14759148,115,Elite Squad,8.059,2185,Wagner Moura,22.438,Fernanda Machado,2.372,José Padilha,3.991,2007,10,12
12000000,Comedy,9603,en,35.92,56631572,97,Clueless,7.271,4062,Paul Rudd,36.148,Alicia Silverstone,27.953,Amy Heckerling,10.664,1995,7,19
40000000,Drama,881,en,35.917,243240178,138,A Few Good Men,7.526,3242,Tom Cruise,43.061,Demi Moore,24.819,Rob Reiner,38.72,1992,12,11
8000000,Family,404378,en,35.903,17900000,103,A Street Cat Named Bob,7.919,1309,Luke Treadaway,9.217,Ruta Gedmintas,6.44,Roger Spottiswoode,8.235,2016,11,4
5500000,Science Fiction,206487,en,35.895,4942449,97,Predestination,7.442,5936,Ethan Hawke,24.638,Sarah Snook,19.046,Michael Spierig,4.458,2014,8,28
37000000,Mystery,445571,en,35.886,117501013,100,Game Night,6.853,5423,Jason Bateman,39.341,Rachel McAdams,31.38,John Francis Daley,16.525,2018,2,15
10000000,Crime,107,en,35.841,83557872,103,Snatch,7.804,8399,Jason Statham,143.451,,,Guy Ritchie,23.997,2000,9,1
34000000,Drama,228205,en,35.822,63013281,128,The Longest Ride,7.585,2949,Scott Eastwood,28.536,Britt Robertson,20.822,George Tillman Jr.,4.129,2015,4,9
12000000,Comedy,13767,en,35.812,84500122,91,The Santa Clause 3: The Escape Clause,5.5,963,Tim Allen,25.5,Elizabeth Mitchell,46.16,Michael Lembeck,6.554,2006,11,2
6000000,Drama,88,en,35.81,214577242,100,Dirty Dancing,7.344,5729,Patrick Swayze,31.937,Jennifer Grey,36.547,Emile Ardolino,6.641,1987,8,21
11000000,Horror,11284,en,35.802,34900000,89,Freddy's Dead: The Final Nightmare,5.296,1196,Robert Englund,17.043,Lisa Zane,6.64,Rachel Talalay,5.209,1991,9,5
19000000,Crime,8643,en,35.797,145166804,122,The Exorcism of Emily Rose,6.545,2579,Tom Wilkinson,10.875,Laura Linney,31.163,Scott Derrickson,6.82,2005,9,9
6000000,Comedy,10019,en,35.778,42721196,89,Mannequin,6.8,640,Andrew McCarthy,13.681,Kim Cattrall,18.673,Michael Gottlieb,3.177,1987,2,13
145000000,Adventure,1735,en,35.747,403449830,112,The Mummy: Tomb of the Dragon Emperor,5.471,4147,Brendan Fraser,27.197,Maria Bello,32.533,Rob Cohen,10.616,2008,7,1
32000000,Thriller,45612,en,35.743,147332697,94,Source Code,7.299,7762,Jake Gyllenhaal,38.643,Michelle Monaghan,24.375,Duncan Jones,9.523,2011,3,30
21000000,Drama,82693,en,35.724,236412453,122,Silver Linings Playbook,7.131,11399,Bradley Cooper,28.364,Jennifer Lawrence,45.257,David O. Russell,5.449,2012,11,16
10000000,Action,10999,en,35.704,57500000,90,Commando,6.668,2555,Arnold Schwarzenegger,49.862,Rae Dawn Chong,17.363,Mark L. Lester,3.941,1985,10,3
15000000,Science Fiction,76726,en,35.686,145000000,84,Chronicle,6.824,4934,Dane DeHaan,22.241,Ashley Grace,5.2,Josh Trank,2.733,2012,2,1
10500000,Drama,796,en,35.683,76347426,98,Cruel Intentions,6.788,2997,Ryan Phillippe,26.509,Sarah Michelle Gellar,16.597,Roger Kumble,6.995,1999,3,5
17000000,Animation,676710,en,35.663,21110363,93,The Amazing Maurice,7,115,Hugh Laurie,51.925,Emilia Clarke,65.841,Toby Genkel,2.757,2022,12,16
15000000,Adventure,941,en,35.652,120207127,110,Lethal Weapon,7.286,4203,Mel Gibson,79.721,,,Richard Donner,6.481,1987,3,6
40000000,Adventure,39513,en,35.588,97984015,104,Paul,6.708,5348,Simon Pegg,28.991,Kristen Wiig,66.747,Greg Mottola,3.258,2011,2,14
190000000,Action,54138,en,35.547,467365246,132,Star Trek Into Darkness,7.3,8649,Chris Pine,37.413,Zoe Saldaña,84.656,J.J. Abrams,13.001,2013,5,5
3500000,Comedy,813,en,35.532,83453539,88,Airplane!,7.29,4114,Robert Hays,8.919,Julie Hagerty,19.983,Jerry Zucker,4.755,1980,7,2
63000000,Comedy,818,en,35.489,296938801,93,Austin Powers in Goldmember,6,2876,Mike Myers,19.713,Beyoncé,5.393,Jay Roach,6.659,2002,7,26
9900000,Thriller,300669,en,35.482,159047649,89,Don't Breathe,7.009,6986,Dylan Minnette,20.82,Jane Levy,15.667,Fede Álvarez,8.979,2016,6,8
34000000,Action,698,en,35.476,210308099,126,Moonraker,6.156,1794,Roger Moore,21.478,Lois Chiles,8.744,Lewis Gilbert,3.462,1979,6,26
5000000,Drama,476968,en,35.472,22500000,108,"Paul, Apostle of Christ",7.51,311,Jim Caviezel,36.62,Joanne Whalley,16.23,Andrew Hyatt,3.581,2018,3,23
150000000,Fantasy,27022,en,35.454,215283742,109,The Sorcerer's Apprentice,6.1,4675,Nicolas Cage,70.189,Teresa Palmer,18.75,Jon Turteltaub,7.75,2010,7,13
5000000,Horror,91586,en,35.453,161000000,106,Insidious: Chapter 2,6.668,3980,Patrick Wilson,38.366,Rose Byrne,27.878,James Wan,29.436,2013,9,12
45000000,Adventure,9360,en,35.434,136885767,89,Anaconda,5.172,2294,Jon Voight,27.369,Jennifer Lopez,12.818,Luis Llosa,6.446,1997,4,11
13000000,Science Fiction,1954,en,35.413,96060858,113,The Butterfly Effect,7.562,6965,Ashton Kutcher,27.076,Amy Smart,67.467,Eric Bress,1.716,2004,1,17
25000000,Action,458594,en,35.387,53918723,102,Peppermint,6.702,1905,John Gallagher Jr.,9.881,Jennifer Garner,32.735,Pierre Morel,4.898,2018,9,6
