budget,genre,id,original_language,popularity,revenue,runtime,title,vote_average,vote_count,Main_Actor,Popularity_Actor,Main_Actress,Popularity_Actress,Director,Popularity_Director,release_year,release_month,release_day
975000,Animation,29826,es,23.649,4000000,80,The Legend of the Nahuala,7.792,180,Jesús Ochoa,5.35,Martha Higareda,13.716,Ricardo Arnaiz,1.96,2007,10,31
17000000,Adventure,11418,en,23.647,49364621,95,National Lampoon's European Vacation,6.17,777,Chevy Chase,20.847,Dana Hill,33.63,Amy Heckerling,10.664,1985,7,25
17000000,Horror,332567,en,23.623,119100758,86,The Shallows,6.349,4820,Óscar Jaenada,8.572,Blake Lively,15.165,Jaume Collet-Serra,4.63,2016,6,24
43000000,Action,9947,en,23.623,56681566,97,Elektra,5.033,2250,Goran Visnjic,12.441,Jennifer Garner,32.735,Rob Bowman,7.545,2005,1,13
8000000,Drama,10734,en,23.615,43004381,113,Escape from Alcatraz,7.523,2564,Clint Eastwood,50.893,,,Don Siegel,7.3,1979,6,22
25000000,Comedy,10030,en,23.61,59768495,101,Good Luck Chuck,5.904,1387,Dane Cook,17.849,Jessica Alba,31.745,Mark Helfrich,3.249,2007,9,21
20000000,Family,14926,en,23.607,44617342,92,Uptown Girls,6.642,749,Donald Faison,24.669,Brittany Murphy,29.627,Boaz Yakin,7.59,2003,8,15
70000000,Animation,16866,en,23.592,104945765,91,Planet 51,5.85,1906,Dwayne Johnson,54.688,Jessica Biel,25.481,Jorge Blanco,1.4,2009,11,19
12000000,Thriller,150,en,23.589,78868508,96,48 Hrs.,6.681,1331,Nick Nolte,25.498,Frank McRae,26.639,Walter Hill,6.064,1982,12,7
1200000,Comedy,36685,en,23.587,112892319,100,The Rocky Horror Picture Show,7.471,2603,Tim Curry,28.615,Susan Sarandon,76.112,Jim Sharman,1.788,1975,8,14
9000000,Thriller,10909,en,23.58,2395231,117,Kalifornia,6.547,692,Brad Pitt,45.393,Juliette Lewis,38.243,Dominic Sena,2.254,1993,6,24
5000000,Thriller,328425,en,23.573,58978653,108,The Gift,6.7,3028,Jason Bateman,39.341,Rebecca Hall,19.011,Joel Edgerton,15.624,2015,7,31
18000000,Drama,1578,en,23.561,23000000,129,Raging Bull,7.957,3928,Robert De Niro,27.946,Cathy Moriarty,17.292,Martin Scorsese,28.637,1980,11,14
15000000,Drama,306819,en,23.543,64191523,119,The Danish Girl,7.602,5530,Eddie Redmayne,20.185,Alicia Vikander,36.919,Tom Hooper,6.203,2015,11,27
20000000,Family,22586,en,23.543,9771658,89,The Swan Princess,6.558,913,Jack Palance,12.616,Michelle Nicastro,6.68,Richard Rich,8.493,1994,11,18
13200000,Crime,136835,en,23.542,53830415,84,No Good Deed,5.949,593,Idris Elba,31.632,Taraji P. Henson,25.005,Sam Miller,3.328,2014,9,10
12716953,Crime,10622,cn,23.522,18814720,101,Mr. Nice Guy,6.507,597,Jackie Chan,98.987,Gabrielle Fitzpatrick,3.697,Sammo Hung,20.286,1997,1,31
8250000,Fantasy,471968,ru,23.517,30060061,120,The Last Warrior,6.933,149,Viktor Horinyak,3.414,Mila Syvatska,1.498,Dmitriy Dyachenko,2.351,2017,10,19
60000000,Family,10992,en,23.517,93375151,87,Cats & Dogs,5.378,1515,Jeff Goldblum,20.892,Elizabeth Perkins,45.186,Lawrence Guterman,3.017,2001,7,4
17000000,Romance,2064,en,23.516,182057016,103,While You Were Sleeping,6.966,1593,Bill Pullman,29.231,Sandra Bullock,37.233,Jon Turteltaub,7.75,1995,4,21
24000000,Family,13225,en,23.514,32710894,76,FernGully: The Last Rainforest,6.337,520,Jonathan Ward,7.576,Samantha Mathis,12.336,Bill Kroyer,1.55,1992,4,10
100000000,Action,9268,en,23.512,242295562,115,Eraser,6.042,1668,Arnold Schwarzenegger,49.862,Vanessa Williams,13.265,Chuck Russell,9.702,1996,6,21
1000000,Drama,27,en,23.491,1574623,69,9 Songs,5.637,470,Margo Stilley,10.694,Margo Stilley,8.227,Michael Winterbottom,9.355,2004,7,16
3000000,Crime,9040,en,23.49,29800000,130,Serpico,7.545,1741,Al Pacino,56.209,Barbara Eda-Young,4.557,Sidney Lumet,6.706,1973,12,18
10000000,Crime,511322,en,23.484,33856058,109,The Good Liar,6.68,1026,Ian McKellen,25.409,Helen Mirren,68.27,Bill Condon,4.825,2019,11,8
30000000,Horror,12700,en,23.48,251495,117,Dominion: Prequel to The Exorcist,5.343,329,Stellan Skarsgård,21.617,Clara Bellar,1.563,Paul Schrader,4.715,2005,5,20
40000000,Action,10718,en,23.477,46546197,84,Torque,5.231,519,Martin Henderson,39.936,Monet Mazur,11.225,Joseph Kahn,3.724,2004,1,16
8500000,Family,14817,en,23.47,23700000,95,Good Burger,6.037,443,Kel Mitchell,6.992,Shar Jackson,12.788,Brian Robbins,4.522,1997,7,25
75000000,Action,37821,en,23.464,98159963,100,Killers,5.9,2072,Ashton Kutcher,27.076,Katherine Heigl,37.251,Robert Luketic,4.192,2010,6,4
3500000,Action,382322,en,23.453,3775000,77,Batman: The Killing Joke,6.601,1696,Kevin Conroy,10.545,Tara Strong,33.461,Sam Liu,6.985,2016,7,24
40000000,Comedy,9889,en,23.444,141069860,114,Shallow Hal,6.15,2703,Jack Black,40.789,Gwyneth Paltrow,20.928,Bobby Farrelly,9.484,2001,11,1
85000000,Comedy,3563,en,23.442,187134117,115,I Now Pronounce You Chuck & Larry,6.037,2156,Adam Sandler,78.8,Jessica Biel,25.481,Dennis Dugan,17.163,2007,7,12
14000000,Drama,10998,en,23.438,320145693,119,Fatal Attraction,6.845,1316,Michael Douglas,12.996,Glenn Close,34.555,Adrian Lyne,6.569,1987,9,18
12500000,Family,12144,en,23.435,84460846,69,The Land Before Time,7.115,2368,Gabriel Damon,12.781,Candace Hutson,5.424,Don Bluth,8.52,1988,11,18
3000000,Comedy,37247,en,23.428,104945305,106,The Graduate,7.649,3070,Dustin Hoffman,27.33,Anne Bancroft,24.942,Mike Nichols,3.548,1967,12,21
17000000,Drama,65086,en,23.42,127730736,95,The Woman in Black,6.122,3303,Daniel Radcliffe,50.02,Janet McTeer,11.567,James Watkins,7.105,2012,2,3
30000000,Action,4512,en,23.41,14711793,160,The Assassination of Jesse James by the Coward Robert Ford,7.05,2294,Casey Affleck,34.048,,,Andrew Dominik,4.002,2007,9,20
24000000,Crime,41283,en,23.406,23081726,98,Faster,6.327,1764,Dwayne Johnson,54.688,Maggie Grace,18.092,George Tillman Jr.,4.129,2010,11,23
70000000,Comedy,4806,en,23.405,309457509,116,Runaway Bride,6.079,1837,Richard Gere,43.337,Julia Roberts,27.725,Garry Marshall,13.558,1999,7,30
350000,Horror,444149,en,23.4,426290,81,Hellraiser: Judgment,4.97,249,Damon Carney,3.341,Alexandra Harris,2.485,Gary J. Tunnicliffe,4.503,2018,2,13
85000000,Adventure,9593,en,23.398,137300000,131,Last Action Hero,6.43,2479,Arnold Schwarzenegger,49.862,Bridgette Wilson-Sampras,15.099,John McTiernan,7.566,1993,6,18
70000000,Drama,33909,en,23.395,134748021,133,Wall Street: Money Never Sleeps,6.088,1407,Michael Douglas,12.996,Carey Mulligan,24.184,Oliver Stone,10.385,2010,9,20
17000000,Thriller,255343,en,23.394,3758328,120,Escobar: Paradise Lost,6.278,741,Benicio del Toro,39.475,Claudia Traisac,3.195,Andrea Di Stefano,3.337,2014,10,11
12000000,Fantasy,14191,en,23.388,23006849,104,Aquamarine,6.405,1403,Jake McDorman,19.907,Emma Roberts,32.09,Elizabeth Allen Rosenbaum,9.494,2006,3,3
900000,Action,11134,cn,23.383,20483423,95,Police Story 3: Super Cop,6.821,435,Jackie Chan,98.987,Michelle Yeoh,49.647,Stanley Tong,11.107,1992,7,4
30000000,Romance,43539,en,23.377,67448651,133,The Next Three Days,7.074,2669,Russell Crowe,48.088,Elizabeth Banks,30.627,Paul Haggis,6.636,2010,11,18
6500000,Crime,650,en,23.363,57504069,112,Boyz n the Hood,7.618,1803,Laurence Fishburne,42.329,Angela Bassett,30.559,John Singleton,11.49,1991,7,12
20000000,Action,11835,en,23.362,16974459,105,Death Sentence,6.741,1041,Kevin Bacon,48.632,Kelly Preston,15.129,James Wan,29.436,2007,8,31
7000000,Horror,2662,en,23.362,17949758,89,House of 1000 Corpses,6.187,1475,Sid Haig,12.663,Sheri Moon Zombie,10.592,Rob Zombie,8.833,2003,4,11
5000000,Drama,397837,en,23.36,18900000,98,Before I Fall,6.97,3271,Logan Miller,8.945,Zoey Deutch,40.403,Ry Russo-Young,1.348,2017,3,2
10000000,Action,286567,en,23.346,6272403,92,Max Steel,5.613,724,Ben Winchell,6.645,Ana Villafañe,8.25,Stewart Hendler,1.911,2016,10,14
258158,Drama,437586,en,23.343,6897446,86,mid90s,7.492,1441,Sunny Suljic,13.979,Katherine Waterston,30.762,Jonah Hill,19.999,2018,10,19
68000000,Thriller,4614,en,23.33,193921372,124,The Sum of All Fears,6.335,1568,Ben Affleck,19.855,Bridget Moynahan,23.482,Phil Alden Robinson,5.265,2002,5,31
100000000,Drama,2655,en,23.326,291420351,130,What Lies Beneath,6.406,1681,Harrison Ford,59.531,Michelle Pfeiffer,27.668,Robert Zemeckis,8.925,2000,7,21
38000000,Comedy,259694,en,23.313,112343513,110,How to Be Single,6.249,3058,Damon Wayans Jr.,10.954,Dakota Johnson,59.743,Christian Ditter,3.057,2016,2,8
7806306,War,435577,no,23.312,9567121,136,The 12th Man,7.23,481,Thomas Gullestad,6.161,Marie Blokhus,3.95,Harald Zwart,4.341,2017,12,25
21000000,Crime,1646,en,23.301,43095175,123,Freedom Writers,7.913,2035,Scott Glenn,37.124,Hilary Swank,19.754,Richard LaGravenese,4.261,2007,1,5
5000000,Horror,171424,en,23.293,12666449,100,The Green Inferno,5.693,1303,Ariel Levy,4.334,Lorenza Izzo,11.27,Eli Roth,22.964,2013,9,8
3500000,Drama,458737,en,23.284,2525738,113,First Reformed,7.008,1228,Ethan Hawke,24.638,Amanda Seyfried,55.54,Paul Schrader,4.715,2018,5,18
7202188,Family,15371,ja,23.279,8194857,102,Lupin the Third: The Castle of Cagliostro,7.528,911,Yasuo Yamada,6.464,Eiko Masuyama,6.302,Hayao Miyazaki,19.254,1979,12,15
103000000,Adventure,407451,en,23.278,132675864,109,A Wrinkle in Time,5.095,1721,Levi Miller,13.849,Storm Reid,31.245,Ava DuVernay,8.262,2018,3,8
5000000,Comedy,986054,en,23.24,4200000,93,Theater Camp,6.6,65,Ben Platt,9.55,Molly Gordon,14.25,Molly Gordon,14.25,2023,7,13
9300000,Animation,11827,en,23.24,20100000,90,Heavy Metal,6.493,620,Rodger Bumpass,7.02,Jackie Burroughs,2.96,Gerald Potterton,3.355,1981,8,7
30000000,Horror,118957,en,23.234,32500000,93,Bait,5.7,699,Julian McMahon,21.968,Sharni Vinson,9.767,Kimble Rendall,0.884,2012,9,5
80000000,Comedy,2539,en,23.232,55041367,130,Spanglish,6.003,1191,Adam Sandler,78.8,Téa Leoni,39.928,James L. Brooks,7.353,2004,12,17
10000000,Horror,439015,en,23.231,11817275,93,Slender Man,4.32,1866,Javier Botet,23.149,Joey King,90.115,Sylvain White,3.773,2018,8,10
22000000,Animation,37933,ja,23.222,68625104,115,Tales from Earthsea,6.539,1209,Junichi Okada,9.68,Aoi Teshima,2.943,Goro Miyazaki,3.872,2006,7,29
3000000,Thriller,9264,en,23.213,1829804,92,Poison Ivy,5.431,317,Tom Skerritt,29.778,Drew Barrymore,50.107,Katt Shea,4.104,1992,5,8
44000000,Crime,819,en,23.205,165615285,147,Sleepers,7.597,3265,Kevin Bacon,48.632,,,Barry Levinson,5.267,1996,10,18
35000000,Action,847,en,23.185,57269863,126,Willow,7.021,1771,Warwick Davis,7.415,Joanne Whalley,16.23,Ron Howard,27.345,1988,5,20
100000000,Family,16523,en,23.181,100140916,101,Where the Wild Things Are,6.471,1717,Max Records,4.351,Catherine Keener,16.379,Spike Jonze,11.36,2009,10,16
70000000,Comedy,10201,en,23.179,223241637,104,Yes Man,6.665,6387,Jim Carrey,35.045,Zooey Deschanel,29.461,Peyton Reed,15.553,2008,12,9
90000000,Science Fiction,2067,en,23.179,60874615,114,Mission to Mars,5.967,1303,Gary Sinise,18.372,Connie Nielsen,33.217,Brian De Palma,9.096,2000,3,10
30000000,Drama,5653,en,23.176,29413900,123,Luther,6.419,290,Joseph Fiennes,21.368,Claire Cox,1.534,Eric Till,2.884,2003,10,29
45000000,Action,513310,en,23.173,2000000,94,Boss Level,6.861,1483,Frank Grillo,39.88,Naomi Watts,23.11,Joe Carnahan,6.653,2020,2,11
730000,Western,288,en,23.147,8000000,85,High Noon,7.689,1295,Gary Cooper,13.605,Grace Kelly,9.654,Fred Zinnemann,4.269,1952,6,9
45000000,Horror,1577,en,23.139,129394835,94,Resident Evil: Apocalypse,6.342,3989,Oded Fehr,12.748,Milla Jovovich,72.894,Alexander Witt,4.348,2004,9,10
55000000,Thriller,9315,en,23.126,223387299,98,Flightplan,6.452,2409,Peter Sarsgaard,33.681,Jodie Foster,41.2,Robert Schwentke,5.675,2005,9,22
50000000,Comedy,9879,en,23.122,113309743,115,Striptease,5.542,999,Burt Reynolds,17.051,Demi Moore,24.819,Andrew Bergman,3.595,1996,6,28
3500000,Science Fiction,11850,en,23.118,24946533,116,Invasion of the Body Snatchers,7.2,954,Donald Sutherland,45.367,Brooke Adams,9.597,Philip Kaufman,5.903,1978,12,20
26000000,Drama,9800,en,23.118,206678440,126,Philadelphia,7.725,3950,Tom Hanks,87.332,Mary Steenburgen,27.868,Jonathan Demme,7.074,1993,12,22
20000000,Action,826749,en,23.116,52169,100,Fortress,5.901,307,Jesse Metcalfe,20.018,Kelly Greyson,19.229,James Cullen Bressack,3.71,2021,12,17
32000000,Drama,837881,en,23.112,10632378,129,She Said,7.293,420,Andre Braugher,13.798,Carey Mulligan,24.184,Maria Schrader,8.053,2022,11,17
2000000,Animation,809717,de,23.11,6666618,81,Moonbound,6.4,83,Dirk Petrick,1.4,Roxana Samadi,1.977,Ali Samadi Ahadi,3.385,2021,6,24
16000000,Drama,4584,en,23.107,134582776,136,Sense and Sensibility,7.4,1542,Alan Rickman,35.58,Emma Thompson,65.024,Ang Lee,10.984,1995,12,13
50000000,Drama,74465,en,23.101,120081841,124,We Bought a Zoo,6.773,2525,Matt Damon,74.897,Scarlett Johansson,61.259,Cameron Crowe,5.645,2011,12,8
20000000,Horror,361292,en,23.099,7900000,152,Suspiria,6.935,2314,,,Dakota Johnson,59.743,Luca Guadagnino,4.199,2018,10,11
32000000,Action,22907,en,23.091,80205382,107,Takers,6.218,1168,Chris Brown,10.151,,,John Luessenhop,2.602,2010,8,26
1500000,Drama,221,en,23.085,4500000,111,Rebel Without a Cause,7.53,1489,James Dean,8.422,Natalie Wood,13.32,Nicholas Ray,3.179,1955,10,27
3400000,Horror,21407,en,23.072,114000000,88,The Collector,6.554,1344,Josh Stewart,12.03,Madeline Zima,35.621,Marcus Dunstan,2.056,2009,7,9
13500000,Thriller,511987,en,23.053,91542097,88,Crawl,6.312,2894,Barry Pepper,12.88,Kaya Scodelario,28.679,Alexandre Aja,3.632,2019,7,11
30000000,Drama,321697,en,23.04,34441873,122,Steve Jobs,6.775,3926,Michael Fassbender,74.78,Kate Winslet,34.058,Danny Boyle,10.531,2015,10,9
80000000,Comedy,41515,en,23.023,203509374,80,Yogi Bear,5.587,815,Dan Aykroyd,35.368,Anna Faris,17.16,Eric Brevig,2.043,2010,12,17
10000000,Horror,2046,en,23.011,12008642,112,The Gift,6.418,1079,Giovanni Ribisi,39.547,Cate Blanchett,28.918,Sam Raimi,29.261,2000,3,16
11400000,Comedy,623135,ko,23.006,17970000,113,Sinkhole,7.145,107,Cha Seung-won,13.592,Kwon So-hyun,2.547,Kim Ji-hoon,2.003,2021,8,11
2500000,Drama,468,en,23.006,6401336,104,My Own Private Idaho,7.058,1031,River Phoenix,44.443,,,Gus Van Sant,8.696,1991,2,1
102000000,Action,9705,en,22.992,147080413,99,Swordfish,6.231,2469,John Travolta,36.781,Halle Berry,39.677,Dominic Sena,2.254,2001,6,8
1800000,Horror,38358,en,22.988,69432527,87,The Last Exorcism,5.658,956,Patrick Fabian,14.5,Ashley Bell,6.959,Daniel Stamm,2.206,2010,8,27
57000000,Fantasy,8840,en,22.948,115267375,103,DragonHeart,6.523,1838,Dennis Quaid,35.88,Dina Meyer,50.737,Rob Cohen,10.616,1996,5,31
35000000,Drama,8065,en,22.945,159808370,123,21,6.695,4360,Jim Sturgess,12.374,Kate Bosworth,18.533,Robert Luketic,4.192,2008,3,27
55000000,Drama,9563,en,22.928,100230832,162,Any Given Sunday,6.824,1512,Al Pacino,56.209,Cameron Diaz,27.823,Oliver Stone,10.385,1999,12,22
38000000,Drama,44264,en,22.927,252276927,110,True Grit,7.302,4934,Jeff Bridges,26.476,Hailee Steinfeld,53.047,Joel Coen,6.418,2010,12,22
28000000,Animation,28032,en,22.927,17000000,86,Thumbelina,6.424,459,Gino Conforti,9.665,Jodi Benson,16.184,Gary Goldman,1.771,1994,3,29
63000000,Western,12160,en,22.918,25100000,191,Wyatt Earp,6.762,760,Kevin Costner,68.906,,,Lawrence Kasdan,12.585,1994,6,24
70000000,Comedy,6068,en,22.903,164839294,98,Six Days Seven Nights,6.039,1338,Harrison Ford,59.531,Anne Heche,23.777,Ivan Reitman,3.821,1998,6,12
6000000,Comedy,12309,en,22.865,38435947,105,Bachelor Party,6.298,593,Tom Hanks,87.332,Tawny Kitaen,6.856,Neal Israel,2.832,1984,6,29
20000000,Comedy,9760,en,22.865,86865564,85,Epic Movie,3.891,1430,Kal Penn,16.308,Jennifer Coolidge,27.511,Jason Friedberg,5.716,2007,1,25
40000000,Drama,168672,en,22.861,251171807,138,American Hustle,6.852,6880,Christian Bale,38.311,Amy Adams,42.932,David O. Russell,5.449,2013,12,3
25000000,Action,2085,en,22.854,91036760,115,Romeo Must Die,6.226,1085,Jet Li,46.362,Aaliyah,5.416,Andrzej Bartkowiak,3.657,2000,3,22
25000000,Adventure,77459,fr,22.85,26611650,90,A Monster in Paris,6.833,1177,Matthieu Chedid,3.372,Vanessa Paradis,4.058,Bibo Bergeron,2.254,2011,10,12
100000000,Action,76649,en,22.831,117831631,105,Pompeii,5.526,3086,Kit Harington,23.352,Emily Browning,20.344,Paul W. S. Anderson,8.9,2014,2,18
3500000,Drama,393519,fr,22.83,4100000,99,Raw,7.059,2972,Rabah Nait Oufella,1.889,Garance Marillier,4.649,Julia Ducournau,5.786,2016,11,11
4000000,Drama,265195,es,22.821,27000000,122,Wild Tales,7.867,3114,Ricardo Darín,11.847,Érica Rivas,3.158,Damián Szifron,4.419,2014,8,21
55000000,Thriller,8984,en,22.811,214015089,128,Disclosure,6.248,1078,Michael Douglas,12.996,Demi Moore,24.819,Barry Levinson,5.267,1994,12,9
50000000,Drama,446354,en,22.809,179769467,116,The Post,6.997,4302,Tom Hanks,87.332,Meryl Streep,26.325,Steven Spielberg,32.328,2017,12,22
2600000,Drama,406,fr,22.804,15300000,98,La Haine,8.086,3663,Vincent Cassel,33.733,,,Mathieu Kassovitz,19.055,1995,5,31
10000000,Crime,232,en,22.799,2494480,94,Rumble Fish,7,606,Matt Dillon,34.975,Diane Lane,80.147,Francis Ford Coppola,11.691,1983,10,9
31000000,Drama,87502,en,22.796,161772375,138,Flight,6.819,5622,Denzel Washington,61.815,Kelly Reilly,63.618,Robert Zemeckis,8.925,2012,11,2
16000000,Mystery,9966,en,22.796,55060212,90,The Messengers,5.7,752,Dylan McDermott,32.927,Kristen Stewart,38.036,Danny Pang,8.52,2007,2,2
7800000,Thriller,11963,en,22.793,41509797,117,Three Days of the Condor,7.301,1039,Robert Redford,35.859,Faye Dunaway,15.341,Sydney Pollack,7.239,1975,8,1
11000000,Drama,389015,en,22.777,53939297,120,"I, Tonya",7.5,5454,Sebastian Stan,21.888,Margot Robbie,52.468,Craig Gillespie,12.068,2017,12,8
32000000,Drama,34636,en,22.771,16283667,89,The NeverEnding Story II: The Next Chapter,5.734,749,Jonathan Brandis,21.389,Clarissa Burt,2.47,George T. Miller,2.184,1990,10,25
9000000,Horror,10665,en,22.765,82391145,86,The Strangers,6.099,2222,Scott Speedman,24.09,Liv Tyler,26.959,Bryan Bertino,2.88,2008,5,29
35000000,Drama,11979,en,22.763,45479110,101,Queen of the Damned,6.1,962,Stuart Townsend,8.962,Aaliyah,5.416,Michael Rymer,4.869,2002,2,10
10000000,Comedy,656663,en,22.753,80340218,96,Jackass Forever,6.874,681,Johnny Knoxville,23.083,,,Jeff Tremaine,4.865,2022,2,1
15000000,Comedy,19265,en,22.753,36020534,92,Whatever Works,7.107,1631,Larry David,5.338,Evan Rachel Wood,16.889,Woody Allen,12.269,2009,6,19
45000000,Adventure,20856,en,22.747,57881056,86,Aliens in the Attic,5.68,932,J.K. Simmons,33.889,Doris Roberts,14.946,John Schultz,5.173,2009,7,30
40000000,Romance,76494,en,22.743,79700000,110,What to Expect When You're Expecting,6.016,1706,Chace Crawford,22.952,Jennifer Lopez,12.818,Kirk Jones,3.091,2012,5,17
82000000,Science Fiction,8452,en,22.738,96085477,123,The 6th Day,5.958,1860,Arnold Schwarzenegger,49.862,Sarah Wynter,13.837,Roger Spottiswoode,8.235,2000,11,17
45000000,Crime,82525,en,22.731,82966152,131,Savages,6.348,2029,Taylor Kitsch,30.635,Blake Lively,15.165,Oliver Stone,10.385,2012,7,6
32000000,Drama,525661,en,22.729,61404394,109,Bombshell,6.808,2778,John Lithgow,25.451,Charlize Theron,37.76,Jay Roach,6.659,2019,12,13
80000000,Comedy,38317,en,22.727,169852759,102,Zookeeper,5.432,1531,Kevin James,16.449,Rosario Dawson,29.612,Frank Coraci,9.316,2011,7,6
2000000,Drama,55,es,22.727,20908467,154,Amores Perros,7.63,2371,Gael García Bernal,13.142,Vanessa Bauche,4.19,Alejandro González Iñárritu,5.246,2000,6,16
50000000,Action,10329,en,22.726,152022101,109,Congo,5.492,795,Dylan Walsh,14.897,Laura Linney,31.163,Frank Marshall,3.661,1995,6,9
25000000,Comedy,392,en,22.726,152500343,121,Chocolat,6.965,3085,Alfred Molina,21.861,Juliette Binoche,24.662,Lasse Hallström,6.017,2000,12,22
3500000,War,592279,ru,22.714,1593464,105,Kalashnikov AK-47,7.466,247,Yuriy Borisov,6.208,Olga Lerman,2.418,Konstantin Buslov,1.4,2020,2,20
2125000,Family,13850,en,22.712,65000000,94,Song of the South,6.411,248,James Baskett,2.483,Ruth Warrick,4.319,Wilfred Jackson,2.287,1946,11,12
90000000,Adventure,9447,en,22.712,69131860,92,Babe: Pig in the City,5.55,1130,James Cromwell,36.597,Magda Szubanski,6.809,George Miller,8.134,1998,11,25
25000000,Action,9067,en,22.712,4064495,98,Tank Girl,5.394,435,Malcolm McDowell,26.57,Lori Petty,26.762,Rachel Talalay,5.209,1995,3,31
52000000,Drama,8741,en,22.712,98126565,171,The Thin Red Line,7.45,2731,Sean Penn,16.974,,,Terrence Malick,3.659,1998,12,23
25000000,Drama,1985,en,22.703,82468097,129,The Constant Gardener,6.99,1356,Ralph Fiennes,83.442,Rachel Weisz,40.223,Fernando Meirelles,2.452,2005,8,31
33000000,Horror,1576,en,22.698,102984862,100,Resident Evil,6.611,5860,Eric Mabius,13.598,Milla Jovovich,72.894,Paul W. S. Anderson,8.9,2002,3,15
30000000,Romance,365942,en,22.696,14793385,121,The Space Between Us,7.07,2328,Asa Butterfield,48.781,Britt Robertson,20.822,Peter Chelsom,2.965,2017,1,26
150000000,Adventure,50321,en,22.692,38992758,88,Mars Needs Moms,6.016,639,Seth Green,18.223,Joan Cusack,30.573,Simon Wells,3.833,2011,3,9
70000000,Adventure,978,en,22.689,131457682,136,Seven Years in Tibet,7.17,2624,Brad Pitt,45.393,,,Jean-Jacques Annaud,4.715,1997,9,12
32000000,Drama,59,en,22.681,60740827,96,A History of Violence,7.169,2941,Viggo Mortensen,51.624,Maria Bello,32.533,David Cronenberg,18.764,2005,9,23
27000000,Drama,10851,en,22.679,7164778,111,Revolver,6.371,1247,Jason Statham,143.451,,,Guy Ritchie,23.997,2005,9,11
12000000,Comedy,13509,en,22.673,3769990,82,The Monster Squad,6.703,517,André Gower,2.742,,,Fred Dekker,5.523,1987,8,14
4000000,Action,984,en,22.672,35976000,102,Dirty Harry,7.46,2233,Clint Eastwood,50.893,,,Don Siegel,7.3,1971,12,22
12000000,Adventure,32909,zh,22.665,13380561,115,Mulan: Rise of a Warrior,7.4,397,Chen Kun,9.881,Zhao Wei,8.371,Jingle Ma Choh-Sing,1.593,2009,11,26
14000000,Comedy,864,en,22.656,154856263,98,Cool Runnings,6.991,1873,Leon,8.931,,,Jon Turteltaub,7.75,1993,10,1
50000000,Drama,11615,en,22.654,38955598,130,The Life of David Gale,7.419,1866,Kevin Spacey,15.124,Kate Winslet,34.058,Alan Parker,5.265,2003,2,21
8500000,Animation,12180,en,22.633,68282844,98,Star Wars: The Clone Wars,6.117,1853,Matt Lanter,18.794,Ashley Eckstein,5.13,Dave Filoni,17.875,2008,8,5
26000000,Thriller,11460,en,22.631,57891803,85,Red Eye,6.381,1815,Cillian Murphy,79.79,Rachel McAdams,31.38,Wes Craven,10.58,2005,8,19
10000000,Action,9569,en,22.621,47410000,96,Hard to Kill,5.993,556,Steven Seagal,23.302,Kelly LeBrock,25.246,Bruce Malmuth,2.845,1990,2,9
16000000,Crime,2742,en,22.621,2641357,115,Naked Lunch,7.013,957,Peter Weller,31.287,Judy Davis,16.191,David Cronenberg,18.764,1991,12,27
15000000,Crime,10673,en,22.618,43848069,126,Wall Street,7.175,1868,Charlie Sheen,12.343,Daryl Hannah,41.749,Oliver Stone,10.385,1987,12,10
32000000,Action,270774,en,22.613,58500000,107,Skiptrace,5.678,623,Jackie Chan,98.987,Fan Bingbing,11.404,Renny Harlin,9.089,2016,7,21
24000000,Adventure,24961,en,22.608,21049053,134,The Wiz,6,226,Michael Jackson,18.126,Diana Ross,5.524,Sidney Lumet,6.706,1978,10,24
17500000,Comedy,10328,en,22.605,85313124,117,Cocoon,6.606,1167,Steve Guttenberg,15.319,Tahnee Welch,8.617,Ron Howard,27.345,1985,6,21
30000000,Action,9103,en,22.603,57400547,95,The Quest,6.112,636,Jean-Claude Van Damme,43.109,,,Jean-Claude Van Damme,43.109,1996,4,19
12000000,Horror,480105,en,22.601,47582563,90,47 Meters Down: Uncaged,5.715,1295,,,Sophie Nélisse,21.07,Johannes Roberts,6.718,2019,8,15
4500000,Comedy,10843,en,22.594,10609321,97,After Hours,7.5,1292,Griffin Dunne,16.31,Rosanna Arquette,24.581,Martin Scorsese,28.637,1985,8,16
3800000,Drama,10774,en,22.589,23689877,122,Network,7.823,1538,Peter Finch,5.15,Faye Dunaway,15.341,Sidney Lumet,6.706,1976,11,14
66000000,Mystery,846,en,22.586,189198313,121,The X Files,6.842,1472,David Duchovny,12.497,Gillian Anderson,28.105,Rob Bowman,7.545,1998,6,19
50000000,Drama,10400,en,22.584,73956241,146,The Hurricane,7.432,1276,Denzel Washington,61.815,Deborah Kara Unger,13.113,Norman Jewison,3.699,1999,9,17
60000000,Comedy,9038,en,22.576,128453183,116,The Heartbreak Kid,5.715,1503,Ben Stiller,25.914,Malin Åkerman,20.683,Bobby Farrelly,9.484,2007,10,5
75000000,Fantasy,37958,en,22.574,226904017,110,Immortals,5.981,2401,Henry Cavill,50.794,Freida Pinto,11.8,Tarsem Singh,4.469,2011,11,10
20000000,Comedy,10073,en,22.553,48548426,83,Date Movie,4.194,904,Eddie Griffin,8.764,Alyson Hannigan,23.514,Aaron Seltzer,3.217,2006,2,17
50000000,Crime,181283,en,22.55,3324330,137,Child 44,6.268,1555,Tom Hardy,66.646,Noomi Rapace,39.816,Daniel Espinosa,4.669,2015,3,15
